item-id,length,width,height
25910610M,0,0,0
25910910,0,0,0
25910610,0,0,0
25910310M,0,0,0
25910410M,0,0,0
25910410T,0,0,0
25911610E,0,0,0
25910610T,0,0,0
25910410E,0,0,0
25911610,0,0,0
25911010,0,0,0
25910910M,0,0,0
25911010T,0,0,0
25911710,0,0,0
25910910T,0,0,0
25911910T,0,0,0
25911010M,0,0,0
25910710,0,0,0
25911910,0,0,0
25912610,0.07,0.07,0.061
25912010T,0,0,0
25911610T,0,0,0
25912010E,0,0,0
25912610D,0,0,0
25912610E,0,0,0
25912610M,0,0,0
25912910T,0,0,0
25912010M,0,0,0
25912010,0,0,0
25913010T,0,0,0
25912910,0,0,0
25913010,0,0,0
25912610T,0,0,0
25912710,0,0,0
25913110,0,0,0
25913110E,0,0,0
25913110M,0,0,0
25912810,0,0,0
25913110T,0,0,0
25913510M,0,0,0
25913310M,0,0,0
25913410,0,0,0
25913610,0,0,0
25913310,0,0,0
25913410M,0,0,0
25913210,0,0,0
25913510,0,0,0
25921710,0,0,0
25921710M,0,0,0
25913710,0,0,0
25913710T,0,0,0
25913610T,0,0,0
25925410M,0,0,0
25925510,0,0,0
25921710T,0,0,0
25925410E,0,0,0
25925410,0,0,0
25921710E,0,0,0
25925410S,0,0,0
25925510E,0,0,0
25933410T,0,0,0
25933810,0,0,0
25933510E,0,0,0
25927010,0,0,0
25925510T,0,0,0
25927010M,0,0,0
25925410T,0,0,0
25927010E,0,0,0
25933410,0.057,0.046,0.1
25927010T,0,0,0
25934010M,0,0,0
25933510T,0,0,0
25934010,0,0,0
25934110T,0,0,0
25934110M,0,0,0
25933510,0,0,0
25934010T,0,0,0
25934210,0.07,0.063,0.071
25934010E,0,0,0
25934110,0,0,0
25933810T,0,0,0
25933410E,0,0,0
25934210M,0,0,0
25934110E,0,0,0
25934210D,0,0,0
25934210R,0,0,0
25934210E,0,0,0
25934210S,0,0,0
25934210B,0,0,0
25934710P,0.052,0.033,0.108
25934710T,0.053,0.033,0.107
25934710,0.053,0.033,0.108
25935110,0,0,0
25935110T,0,0,0
25935810,0,0,0
25934710D,0,0,0
25935110E,0,0,0
25935110M,0,0,0
25935810P,0,0,0
25936610,0,0,0
25934210T,0.07,0.063,0.071
25935810M,0,0,0
25934710E,0,0,0
25935510M,0,0,0
25935510,0,0,0
25935810E,0,0,0
25935810T,0,0,0
25936710S,0,0,0
25936710,0,0,0
25936710T,0,0,0
25936910E,0,0,0
25936910,0,0,0
25936710M,0,0,0
25943710T,0,0,0
25936910T,0,0,0
25943810E,0,0,0
25943810M,0,0,0
25943710E,0,0,0
25943810,0,0,0
25943710,0,0,0
25936910M,0,0,0
25944710,0,0,0
25943910,0,0,0
25943710M,0,0,0
25943910T,0,0,0
25943810S,0,0,0
25943810T,0,0,0
25943910E,0,0,0
25944710E,0,0,0
25947210T,0,0,0
25943910M,0,0,0
25947010T,0,0,0
25947310T,0,0,0
25947410T,0,0,0
25947410,0,0,0
25947110T,0,0,0
25947210,0,0,0
25944710T,0,0,0
25947510T,0,0,0
25947110,0,0,0
25944710P,0,0,0
25947010,0,0,0
25948310,0,0,0
25947610,0,0,0
25947310,0,0,0
25947510,0,0,0
25948310T,0,0,0
25947610T,0,0,0
25948410T,0,0,0
25948310M,0,0,0
25948410,0,0,0
25948610T,0,0,0
25948910,0,0,0
25948610,0,0,0
25950210,0,0,0
25949310T,0,0,0
25949410T,0,0,0
25948910T,0,0,0
25949310,0,0,0
25949710T,0,0,0
25949710,0,0,0
25949610,0,0,0
25949610T,0,0,0
25949410,0,0,0
25950110E,0,0,0
25950110M,0,0,0
25950210T,0,0,0
25950110,0,0,0
25950110D,0,0,0
25950210E,0,0,0
25950210M,0,0,0
25950310D,0,0,0
25950110T,0,0,0
25950310,0.124,0.018,0.152
25950310E,0,0,0
25950310T,0,0,0
25950310P,0,0,0
25950410S,0,0,0
25950410T,0,0,0
25950410,0,0,0
25951110P,0,0,0
25951110,0,0,0
25950310M,0,0,0
25951110E,0,0,0
25954310M,0,0,0
25954310T,0,0,0
25951110T,0,0,0
25951110S,0,0,0
25951110D,0,0,0
25954410,0,0,0
25954310E,0,0,0
25954310,0,0,0
25954710,0,0,0
25954410M,0,0,0
25954710T,0,0,0
25954910,0,0,0
25954410E,0,0,0
25954410T,0,0,0
25954910E,0,0,0
25954910M,0,0,0
25955010M,0,0,0
25954910T,0,0,0
25955010E,0,0,0
25955210M,0,0,0
25954710M,0,0,0
25955010,0,0,0
25955310,0,0,0
25955010T,0,0,0
25955210,0,0,0
25955310T,0,0,0
25955210E,0,0,0
25955310E,0,0,0
25955310M,0,0,0
25955410E,0,0,0
25957110T,0,0,0
25964310,0.056,0.032,0.155
25955410,0,0,0
25955410T,0,0,0
25955210T,0,0,0
25964310T,0,0,0
25957110M,0,0,0
25955410S,0,0,0
25957110,0,0,0
25964310E,0,0,0
25964310S,0,0,0
25990910,0,0,0
25977810,0,0,0
25990910T,0,0,0
25957110S,0,0,0
25977810T,0,0,0
25990910E,0,0,0
25991410D,0,0,0
25991410E,0,0,0
25991410S,0,0,0
25991410M,0,0,0
25991410R,0,0,0
25991410,0.05,0.03,0.12
25991410P,0,0,0
25991410T,0,0,0
25991410B,0,0,0
35104810,0,0,0
35104610,0,0,0
35104310,0,0,0
35105310,0,0,0
35105010,0,0,0
35105610,0,0,0
35105910,0,0,0
35104410,0,0,0
35274410,0,0,0
35106010,0,0,0
35105710,0,0,0
35274110,0,0,0
35106210,0,0,0
35276610,0,0,0
35274110E,0,0,0
35276610E,0,0,0
35274110T,0,0,0
35276610T,0,0,0
35274410E,0,0,0
35274410T,0,0,0
35284110E,0,0,0
35284210,0,0,0
35277010,0,0,0
35284210T,0,0,0
35277010E,0,0,0
35284110,0,0,0
35284210B,0,0,0
35277010T,0,0,0
35290010T,0,0,0
35284110T,0,0,0
35284310,0,0,0
35284210E,0,0,0
35290010D,0,0,0
35284310E,0,0,0
35290010,0,0,0
35284310T,0,0,0
35290410D,0,0,0
35290410,0,0,0
35290610D,0,0,0
35290410E,0,0,0
35290610,0,0,0
35290410T,0,0,0
35290610E,0,0,0
35290710D,0,0,0
35290710E,0,0,0
35290710,0,0,0
35290010E,0,0,0
35290910E,0,0,0
35290610T,0,0,0
35290910,0,0,0
35290710T,0,0,0
35291610E,0,0,0
35290910D,0,0,0
35291410,0,0,0
35291410E,0,0,0
35290910T,0,0,0
35291410D,0,0,0
35291610T,0,0,0
35292110,0,0,0
35291710T,0,0,0
35291410T,0,0,0
35291610,0,0,0
35304010T,0,0,0
35292110T,0,0,0
35304010,0,0,0
35304010E,0,0,0
35304210,0,0,0
35291710E,0,0,0
35304210E,0,0,0
35291710,0,0,0
35304510T,0,0,0
35292110E,0,0,0
35304110E,0,0,0
35304110T,0,0,0
35304210T,0,0,0
35304510E,0,0,0
35305110,0,0,0
35304510,0,0,0
35304110,0,0,0
35312310D,0,0,0
35312410,0,0,0
35310810,0,0,0
35305110E,0,0,0
35305110T,0,0,0
35310810T,0,0,0
35312310,0,0,0
35312310E,0,0,0
35312410T,0,0,0
35312410D,0,0,0
35310810E,0,0,0
35312710,0,0,0
35312310T,0,0,0
35316210T,0,0,0
35312710E,0,0,0
35312710D,0,0,0
35312410E,0,0,0
35316210E,0,0,0
35316210,0,0,0
35312710T,0,0,0
35328310,0,0,0
35761010,0,0,0
35316410E,0,0,0
35328310T,0,0,0
35316410T,0,0,0
35328410E,0,0,0
35328310E,0,0,0
35328510E,0,0,0
35328410,0,0,0
35761010D,0,0,0
35328510,0,0,0
35316410,0,0,0
35328410T,0,0,0
35761010T,0,0,0
35328510T,0,0,0
35903810,0,0,0
35761010E,0,0,0
35904410,0.057,0.03,0.155
35904410D,0,0,0
35904410M,0,0,0
35904210,0,0,0
35904410T,0,0,0
35904410E,0,0,0
35906610,0,0,0
35909010,0.061,0.028,0.16
35911010,0,0,0
35906910,0,0,0
35911910,0,0,0
35909010T,0,0,0
35911010E,0,0,0
35912710,0,0,0
35912710T,0,0,0
35911010T,0,0,0
35911910T,0,0,0
35913010E,0,0,0
35912710E,0,0,0
35911910E,0,0,0
35913010M,0,0,0
35913610,0,0,0
35913010T,0,0,0
35913710D,0,0,0
35913710T,0,0,0
35913710,0,0,0
35913010,0,0,0
35913610T,0,0,0
35913610D,0,0,0
35913710M,0,0,0
35936710T,0,0,0
35935510M,0,0,0
35913610E,0,0,0
35915110,0,0,0
35913710E,0,0,0
35935510E,0,0,0
35935510,0,0,0
35935510T,0,0,0
35936710,0,0,0
35949410,0,0,0
35948310,0,0,0
35936710M,0,0,0
35949710,0,0,0
35957110E,0,0,0
35957110T,0,0,0
35936710E,0,0,0
35957110M,0,0,0
35948610,0,0,0
35948910,0,0,0
35957110,0,0,0
35977810,0,0,0
45104310,0,0,0
45105010,0,0,0
45104610,0,0,0
45104310M,0,0,0
45104810,0,0,0
45105310,0,0,0
45904210,0,0,0
45106010,0,0,0
45104410,0,0,0
45105710,0,0,0
45903810T,0,0,0
45903710,0,0,0
45105910,0,0,0
45903810,0,0,0
45904310,0.06,0.035,0.16
45904310T,0,0,0
45904310E,0,0,0
45904310D,0,0,0
45904210T,0,0,0
45904310M,0,0,0
45906610,0,0,0
45909710E,0,0,0
45907510,0,0,0
45904210E,0,0,0
45906910,0,0,0
45910910,0,0,0
45909710T,0,0,0
45909010E,0,0,0
45918210,0,0,0
45908410,0,0,0
45909010,0,0,0
45909710,0,0,0
45910910T,0,0,0
45909010T,0,0,0
45951210,0,0,0
45915110,0,0,0
45910910M,0,0,0
45910910E,0,0,0
45919110,0,0,0
55104310T,0,0,0
55104410,0.1,0.062,0.164
55104610T,0,0,0
55105010T,0,0,0
55104410T,0,0,0
55104810,0,0,0
55104310,0,0,0
55105310,0,0,0
55104610,0,0,0
55105910,0,0,0
55105310T,0,0,0
55105010,0,0,0
55105710T,0,0,0
55106010,0.1,0.062,0.164
55104810T,0,0,0
55283910,0,0,0
55105710,0,0,0
55106010T,0,0,0
55105910T,0,0,0
55283910D,0,0,0
55283910E,0,0,0
55283910T,0,0,0
55706310,0,0,0
55706310T,0,0,0
55706310D,0,0,0
55903710T,0,0,0
55903710,0,0,0
55907510,0,0,0
55906910T,0,0,0
55706310E,0,0,0
55915110,0,0,0
55951210T,0,0,0
55906910,0,0,0
55951210,0,0,0
55906610T,0,0,0
55906610,0,0,0
55907510T,0,0,0
55915110T,0,0,0
55936610,0,0,0
55975610,0,0,0
55975610T,0,0,0
5932110,0,0,0
5932110P,0,0,0
6056095U,0,0,0
6180101001,0.051,0.032,0.155
6180102001D,0,0,0
6180102001,0.061,0.035,0.16
6180101001T,0,0,0
6180103001,0.065,0.035,0.155
6180103001T,0,0,0
6180103001D,0,0,0
6180101001D,0,0,0
6180102001T,0,0,0
6210101101D,0,0,0
6210101101M,0,0,0
6210101101,0.07,0.07,0.06
6210102101M,0,0,0
6210101101T,0,0,0
6210102101T,0,0,0
6210102001T,0,0,0
6211302105D,0,0,0
6212001103M,0,0,0
6211302105M,0,0,0
6211302105R,0.07,0.07,0.07
6211302105T,0,0,0
6211302105,0.069,0.068,0.06
6212001103D,0,0,0
6210102001,0,0,0
6210102101,0,0,0
6212702102D,0,0,0
6212702102,0.07,0.07,0.06
6213702101,0,0,0
6212001103T,0.082,0.082,0.059
6212001103,0.083,0.083,0.062
6212702102T,0,0,0
6212702102M,0,0,0
6212702101,0,0,0
6213701103,0.07,0.07,0.06
6213701103D,0,0,0
6213701103T,0,0,0
6213701103P,0,0,0
6213702102T,0,0,0
6213901101E,0,0,0
6213702102D,0,0,0
6213702102M,0,0,0
6213901101D,0,0,0
6213702102,0.07,0.07,0.06
6213901101,0.049,0.049,0.1145
6213901103,0,0,0
6213901101M,0,0,0
6213901101T,0,0,0
6213902101,0.054,0.051,0.113
6213902101D,0,0,0
6213702102E,0,0,0
